Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"NQO1","NAD(P)H Quinone Dehydrogenase 1","Protein Coding","47","GC16M069706","3.30622315406799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NQO1"
"TRIM72","Tripartite Motif Containing 72","Protein Coding","36","GC16P038654","3.30344676971436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM72"
"ATF6","Activating Transcription Factor 6","Protein Coding","46","GC01P161766","3.30137729644775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"DLG4","Discs Large MAGUK Scaffold Protein 4","Protein Coding","46","GC17M007189","3.30051517486572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4"
"MT-CO2","Mitochondrially Encoded Cytochrome C Oxidase II","Protein Coding","33","GCMTP007587","3.29935836791992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO2"
"MERTK","MER Proto-Oncogene, Tyrosine Kinase","Protein Coding","50","GC02P111898","3.29908657073975","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MERTK"
"CNTNAP2","Contactin Associated Protein 2","Protein Coding","44","GC07P146116","3.2928524017334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTNAP2"
"NGFR","Nerve Growth Factor Receptor","Protein Coding","45","GC17P049495","3.29175615310669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGFR"
"ARL15","ADP Ribosylation Factor Like GTPase 15","Protein Coding","35","GC05M053883","3.28968596458435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL15"
"NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","48","GC01P156815","3.28814744949341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1"
"MADD","MAP Kinase Activating Death Domain","Protein Coding","43","GC11P047290","3.28740310668945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MADD"
"RAPGEF3","Rap Guanine Nucleotide Exchange Factor 3","Protein Coding","44","GC12M047736","3.2851414680481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF3"
"GALT","Galactose-1-Phosphate Uridylyltransferase","Protein Coding","45","GC09P038846","3.28221988677979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALT"
"ATIC","5-Aminoimidazole-4-Carboxamide Ribonucleotide Formyltransferase/IMP Cyclohydrolase","Protein Coding","45","GC02P215311","3.28204464912415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATIC"
"AGK","Acylglycerol Kinase","Protein Coding","41","GC07P141551","3.27726411819458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"TFR2","Transferrin Receptor 2","Protein Coding","44","GC07M100620","3.27655935287476","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFR2"
"CCKAR","Cholecystokinin A Receptor","Protein Coding","45","GC04M026483","3.27561736106873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKAR"
"BMP4","Bone Morphogenetic Protein 4","Protein Coding","48","GC14M053949","3.27142906188965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4"
"HDAC9","Histone Deacetylase 9","Protein Coding","46","GC07P018086","3.27013349533081","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9"
"TLR5","Toll Like Receptor 5","Protein Coding","46","GC01M223554","3.26774191856384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR5"
"CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","50","GC20M000472","3.25975227355957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1"
"NLGN3","Neuroligin 3","Protein Coding","42","GC0XP071144","3.2543089389801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN3"
"CTSL","Cathepsin L","Protein Coding","46","GC09P087725","3.25021290779114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL"
"PSTPIP1","Proline-Serine-Threonine Phosphatase Interacting Protein 1","Protein Coding","44","GC15P076993","3.24800157546997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSTPIP1"
"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta","Protein Coding","45","GC02M009583","3.24284052848816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ"
"SQSTM1","Sequestosome 1","Protein Coding","46","GC05P179806","3.2409930229187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"MIR107","MicroRNA 107","RNA Gene","20","GC10M089600","3.23873996734619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR107"
"TTF2","Transcription Termination Factor 2","Protein Coding","39","GC01P117060","3.23760032653809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTF2"
"PRPF3","Pre-MRNA Processing Factor 3","Protein Coding","42","GC01P150321","3.23755550384521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3"
"NRP1","Neuropilin 1","Protein Coding","45","GC10M033177","3.23574018478394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1"
"EEF2K","Eukaryotic Elongation Factor 2 Kinase","Protein Coding","44","GC16P022217","3.23459029197693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K"
"MT-ND4","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4","Protein Coding","32","GCMTP010762","3.22993445396423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND4"
"MIR15B","MicroRNA 15b","RNA Gene","20","GC03P160404","3.22689151763916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15B"
"CREBBP","CREB Binding Protein","Protein Coding","51","GC16M006045","3.22673511505127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"SNRNP200","Small Nuclear Ribonucleoprotein U5 Subunit 200","Protein Coding","41","GC02M097451","3.22488117218018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP200"
"RB1","RB Transcriptional Corepressor 1","Protein Coding","46","GC13P048303","3.21905159950256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1"
"PPP1CA","Protein Phosphatase 1 Catalytic Subunit Alpha","Protein Coding","46","GC11M082365","3.21211433410645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA"
"LRBA","LPS Responsive Beige-Like Anchor Protein","Protein Coding","40","GC04M150264","3.21193718910217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRBA"
"FAAH","Fatty Acid Amide Hydrolase","Protein Coding","47","GC01P046394","3.21191453933716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH"
"PLAUR","Plasminogen Activator, Urokinase Receptor","Protein Coding","44","GC19M043646","3.20973491668701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAUR"
"NPM1","Nucleophosmin 1","Protein Coding","48","GC05P171387","3.20769095420837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1"
"MT-ND5","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 5","Protein Coding","33","GCMTP012339","3.20361375808716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND5"
"MB","Myoglobin","Protein Coding","43","GC22M035606","3.20257997512817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MB"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","48","GC05M134194","3.20224380493164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"CXCR4","C-X-C Motif Chemokine Receptor 4","Protein Coding","50","GC02M136114","3.20031571388245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4"
"CLEC16A","C-Type Lectin Domain Containing 16A","Protein Coding","36","GC16P010944","3.19707536697388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC16A"
"MYOD1","Myogenic Differentiation 1","Protein Coding","45","GC11P017741","3.19570755958557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOD1"
"COX5A","Cytochrome C Oxidase Subunit 5A","Protein Coding","43","GC15M074919","3.19056749343872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5A"
"SIM1","SIM BHLH Transcription Factor 1","Protein Coding","41","GC06M100386","3.19049024581909","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIM1"
"KCNA2","Potassium Voltage-Gated Channel Subfamily A Member 2","Protein Coding","45","GC01M110519","3.18919467926025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA2"
"MBNL1","Muscleblind Like Splicing Regulator 1","Protein Coding","38","GC03P152243","3.18825840950012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBNL1"
"BAZ1B","Bromodomain Adjacent To Zinc Finger Domain 1B","Protein Coding","40","GC07M073440","3.18702793121338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAZ1B"
"SETX","Senataxin","Protein Coding","40","GC09M132261","3.18692517280579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"GZMH","Granzyme H","Protein Coding","40","GC14M024606","3.1866660118103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMH"
"YIPF5","Yip1 Domain Family Member 5","Protein Coding","37","GC05M144158","3.18495416641235","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF5"
"IL11","Interleukin 11","Protein Coding","40","GC19M055364","3.18243408203125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"SIRT3","Sirtuin 3","Protein Coding","46","GC11M000215","3.18113350868225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3"
"STXBP1","Syntaxin Binding Protein 1","Protein Coding","48","GC09P127582","3.17832446098328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP1"
"RLBP1","Retinaldehyde Binding Protein 1","Protein Coding","44","GC15M089209","3.17713594436646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLBP1"
"ENO1","Enolase 1","Protein Coding","46","GC01M008861","3.17528223991394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"VDAC1","Voltage Dependent Anion Channel 1","Protein Coding","45","GC05M133975","3.17505860328674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC1"
"UBE2D3","Ubiquitin Conjugating Enzyme E2 D3","Protein Coding","45","GC04M102794","3.17471694946289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D3"
"LIMK1","LIM Domain Kinase 1","Protein Coding","48","GC07P074082","3.1736102104187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK1"
"THRA","Thyroid Hormone Receptor Alpha","Protein Coding","48","GC17P040058","3.16879367828369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA"
"GRK2","G Protein-Coupled Receptor Kinase 2","Protein Coding","37","GC11P067266","3.1685357093811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK2"
"CACNA1E","Calcium Voltage-Gated Channel Subunit Alpha1 E","Protein Coding","46","GC01P181317","3.16749238967896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1E"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","53","GC10M121478","3.16394233703613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"SUMO1","Small Ubiquitin Like Modifier 1","Protein Coding","44","GC02M202206","3.16319584846497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO1"
"EPHA3","EPH Receptor A3","Protein Coding","45","GC03P089077","3.16184735298157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"FMR1","FMRP Translational Regulator 1","Protein Coding","43","GC0XP147933","3.15891885757446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"PRPF4","Pre-MRNA Processing Factor 4","Protein Coding","42","GC09P113275","3.15762710571289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4"
"SYP","Synaptophysin","Protein Coding","44","GC0XM049187","3.15574502944946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP"
"PALB2","Partner And Localizer Of BRCA2","Protein Coding","41","GC16M023603","3.14035296440125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALB2"
"SLC16A11","Solute Carrier Family 16 Member 11","Protein Coding","34","GC17M007041","3.13353586196899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A11"
"JUNB","JunB Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","41","GC19P012791","3.12977647781372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB"
"GLO1","Glyoxalase I","Protein Coding","45","GC06M059218","3.1276330947876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLO1"
"DNMT1","DNA Methyltransferase 1","Protein Coding","49","GC19M010133","3.12699794769287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1"
"FGB","Fibrinogen Beta Chain","Protein Coding","46","GC04P154587","3.12525129318237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB"
"IRAK4","Interleukin 1 Receptor Associated Kinase 4","Protein Coding","46","GC12P043758","3.12310576438904","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK4"
"ENO2","Enolase 2","Protein Coding","46","GC12P006913","3.12051486968994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2"
"SLC2A12","Solute Carrier Family 2 Member 12","Protein Coding","40","GC06M133987","3.117844581604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A12"
"COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","50","GC17M050183","3.11761999130249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","36","GC14M023356","3.1121678352356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFS"
"CSK","C-Terminal Src Kinase","Protein Coding","46","GC15P074782","3.11194705963135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK"
"OPHN1","Oligophrenin 1","Protein Coding","42","GC0XM067949","3.11101627349854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPHN1"
"NKX2-2","NK2 Homeobox 2","Protein Coding","40","GC20M021511","3.11029648780823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-2"
"NLRP12","NLR Family Pyrin Domain Containing 12","Protein Coding","43","GC19M053793","3.10785579681396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP12"
"IL9","Interleukin 9","Protein Coding","42","GC05M135891","3.10426807403564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL9"
"FST","Follistatin","Protein Coding","46","GC05P053480","3.10167264938354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FST"
"RHOA","Ras Homolog Family Member A","Protein Coding","46","GC03M049359","3.10104131698608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","23","GC11P068496","3.09835529327393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","45","GC01P207496","3.09778261184692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"CGB5","Chorionic Gonadotropin Subunit Beta 5","Protein Coding","33","GC19P049043","3.09706115722656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB5"
"INHA","Inhibin Subunit Alpha","Protein Coding","42","GC02P219569","3.09165143966675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHA"
"CRTC2","CREB Regulated Transcription Coactivator 2","Protein Coding","41","GC01M153947","3.09159159660339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC2"
"DGKZ","Diacylglycerol Kinase Zeta","Protein Coding","43","GC11P046332","3.09086108207703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKZ"
"KCNE3","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 3","Protein Coding","45","GC11M074454","3.09081602096558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE3"
"MMP7","Matrix Metallopeptidase 7","Protein Coding","47","GC11M102425","3.08740139007568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"KRTCAP3","Keratinocyte Associated Protein 3","Protein Coding","31","GC02P027442","3.08491635322571","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTCAP3"
"APOC1","Apolipoprotein C1","Protein Coding","40","GC19P044914","3.08342504501343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC1"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","44","GC01P111542","3.08032369613647","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"MT-CO3","Mitochondrially Encoded Cytochrome C Oxidase III","Protein Coding","32","GCMTP009209","3.07792091369629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO3"
"CMKLR1","Chemerin Chemokine-Like Receptor 1","Protein Coding","41","GC12M108288","3.07346224784851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMKLR1"
"SOCS7","Suppressor Of Cytokine Signaling 7","Protein Coding","32","GC17P042126","3.07165765762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS7"
"MAP3K5","Mitogen-Activated Protein Kinase Kinase Kinase 5","Protein Coding","46","GC06M136557","3.07004809379578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K5"
"NUCB2","Nucleobindin 2","Protein Coding","38","GC11P017264","3.06986021995544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB2"
"HDAC3","Histone Deacetylase 3","Protein Coding","48","GC05M141583","3.06853795051575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC3"
"CA4","Carbonic Anhydrase 4","Protein Coding","45","GC17P060149","3.06849670410156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA4"
"CNGA1","Cyclic Nucleotide Gated Channel Subunit Alpha 1","Protein Coding","44","GC04M047935","3.06625843048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA1"
"ITGB2","Integrin Subunit Beta 2","Protein Coding","49","GC21M044885","3.06162738800049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2"
"NEU1","Neuraminidase 1","Protein Coding","44","GC06M031857","3.05782008171082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"SCN1A","Sodium Voltage-Gated Channel Alpha Subunit 1","Protein Coding","46","GC02M165989","3.05482244491577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A"
"DRD3","Dopamine Receptor D3","Protein Coding","44","GC03M114128","3.05476880073547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD3"
"PEX6","Peroxisomal Biogenesis Factor 6","Protein Coding","41","GC06M042963","3.05238771438599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX6"
"RET","Ret Proto-Oncogene","Protein Coding","52","GC10P043082","3.0505223274231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"NR2E3","Nuclear Receptor Subfamily 2 Group E Member 3","Protein Coding","41","GC15P071792","3.04588794708252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E3"
"ACSL4","Acyl-CoA Synthetase Long Chain Family Member 4","Protein Coding","44","GC0XM109624","3.04423499107361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL4"
"FGFR3","Fibroblast Growth Factor Receptor 3","Protein Coding","53","GC04P001795","3.04328870773315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR3"
"RPH3AL","Rabphilin 3A Like (Without C2 Domains)","Protein Coding","38","GC17M000212","3.04265356063843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPH3AL"
"PROX1","Prospero Homeobox 1","Protein Coding","42","GC01P213983","3.04137468338013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1"
"EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","42","GC06M073515","3.04014015197754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1"
"ADORA2A","Adenosine A2a Receptor","Protein Coding","45","GC22P024417","3.03635430335999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A"
